Doc_Number,Document_Name,Category,Status,Review_Status,Files_Count,Representative_File
5,Design-Builder's Proposal (3 volumes),,Have Document,Not Started,3,VOLUME 2 OF 3 APPENDICES A B C GRAHAM SR 520 Montlake to Lake Washington IC and Bridge Replacement.pdf
51,Appendices List,A - Project Files,Have Document,Not Started,7,Aerial Photo 1.pdf
56,Evergreen Point Fountains,A-B - As-Built Plans and Construction,Have Document,Not Started,30,A-B2A.6 Cover_Sheet.pdf
113,WABN Disc Bearings,A-B - As-Built Plans and Construction,Have Document,Not Started,1,WABN Disc Bearings.pdf
114,WABN Isolation Bearings,A-B - As-Built Plans and Construction,Have Document,Not Started,1,WABN Isolation Bearings.pdf
120,Amendments to Standard Specifications,B - Specifications,Have Document,Not Started,16,Appendix B1.pdf
135,Environmental Commitments List,C - Commitments List,Have Document,Not Started,1,Appendix C1.pdf
136,AASHTO LRFD 8th Edition 2017,D - Manuals,Have Document,Not Started,57,Appendix D1.pdf
195,Administrative Order,E - Environmental,Have Document,Not Started,91,Appendix E1.A.pdf
286,Chemical Treatment Form,F - Forms,Have Document,Not Started,11,Appendix F Cover_Sheet.pdf
296,Earthquake Ground Motions Seismic Design,G - Geotechnical,Have Document,Not Started,25,Appendix G1.pdf
328,ACPA Concrete Pipe Design Manual,H - Hydraulics,Have Document,Not Started,7,Appendix H12.pdf
339,AGi32 Basics Highway Lighting,"I - Illumination, Electrical & ITS",Have Document,Not Started,15,Appendix I1.pdf
356,Montlake Phase Pavement Design Report,J - Pavement,Have Document,Not Started,4,Appendix J1.pdf
360,Benefit Code Key,K - Prevailing Wages,Have Document,Not Started,3,Appendix K2.A.pdf
363,American Standard Nursery Stock,L - Landscape and Urban Design,Have Document,Not Started,14,Appendix L10.pdf
377,Bascule Bridge Conceptual Plans,M - Conceptual Plans,Have Document,Not Started,15,Appendix M10.pdf
393,Maintenance and Operation Areas,N - Local Agency Agreements,Have Document,Not Started,4,Appendix N2.pdf
397,Contract File Index,O - Design Documentation,Have Document,Not Started,42,Appendix O1.pdf
438,Coastal Zone Management Consistency,P - Permits and Approvals,Have Document,Not Started,35,02_Appendix P1.A_Corps Permit (DA permit) Modification.pdf
440,Corps Section 404 Permit,P - Permits and Approvals,Have Document,Not Started,1,03_Appendix_P1.B_2017 Corps of Engineers 404 Permit Update.pdf
466,Water Quality Certification,P - Permits and Approvals,Have Document,Not Started,1,04_Appendix P4.H_Water Quality Certification Amendment 7.pdf
469,Aquatic Easement,R - Right-of-Way,Have Document,Not Started,41,09_Appendix_R2.C.pdf
506,Bridges Light Rail Transit Loading Criteria,S - Structures,Have Document,Not Started,12,Appendix S1.pdf
518,Approved Traffic Signal Permits,T - Traffic,Have Document,Not Started,26,12_Appendix_T4.A.pdf
552,Metro Transit Passenger Facility Architectural,TF - Transit Facilities,Have Document,Not Started,6,Appendix TF2.pdf
558,108 Inch CSS CCTV Inspection,U - Utilities,Have Document,Not Started,63,14_Appendix_U8.D.pdf
626,QMP Outline,V - Quality Assurance,Have Document,Not Started,1,Appendix V2.pdf
627,FFFS Flammable Liquid Fires Study,X - Montlake Underlid Systems,Have Document,Not Started,11,Appendix X1.A.pdf
637,SR 520 No Surprises Approach,Y - Communications Plan,Have Document,Not Started,1,Appendix Y1.pdf
638,Community Workforce Agreement,Z - Community Workforce Agreement,Have Document,Not Started,4,Appendix Z1.pdf
