tracker_idx,doc_number,tracker_file,tracker_category,req_name,req_category,confidence
0,865,C9015 CO 166 Multiple Issue Reso No. 5-2024 - signed.pdf,1 - Change Orders,166_Landscape Modifications (Executed),,15.0
1,866,C9015 CO 167 UL Luminance Test Scenarios - signed.pdf,1 - Change Orders,167_Underlid Luminance Test Sce (Executed),,15.0
2,867,C9015 CO 168 SDOT Cabinet - signed.pdf,1 - Change Orders,168_SDOT Cabinet (Executed),,15.0
3,868,C9015 CO 169 Multiple Issue Reso No. 5-2024 - signed.pdf,1 - Change Orders,169_Multiple Issue Reso No. 5-2024 (Executed),,15.0
4,869,C9015 CO 170 Multiple Issue Reso 6-2024 - signed.pdf,1 - Change Orders,170_Multiple Issue Reso No. 6-2024 (Executed),,15.0
5,870,C9015 CO 171 Multiple Issue Reso No. 7-2024 - signed.pdf,1 - Change Orders,171_Multiple Issue Reso No. 7-2024,,15.0
6,871,C9015 CO 172 WABS ATM VMS Extended Warranty - signed.pdf,1 - Change Orders,172_WABS ATM VMS Extended Warranty (Executed),,15.0
7,872,C9015 CO 173 Elec Signs Anti-Graffiti - signed.pdf,1 - Change Orders,173_Elec Signs Anti-Graffiti Executed),,15.0
8,873,C9015 CO 174 Transit Canopy Paint - signed.pdf,1 - Change Orders,174_Transit Canopy Paint (Executed),,15.0
9,874,C9015 CO 175 Topsoil Gradation - signed.pdf,1 - Change Orders,175_Topsoil Gradation (Executed),,15.0
10,875,C9015 CO 176 PLB Girder Paint Modification - signed.pdf,1 - Change Orders,176_PLB Girder Paint Modification (Executed),,15.0
11,876,C9015 CO 177 City Street Long Term Closures - signed.pdf,1 - Change Orders,177_City Street Long Term Closure (Executed),,15.0
12,877,C9015 CO 178 Multiple Issue Reso No. 8-2024 - signed.pdf,1 - Change Orders,178_Multiple Issue Reso No. 8-2024,,15.0
13,878,C9015 CO 179 Transit Canopy Paint Spec - signed.pdf,1 - Change Orders,179_Transit Canopy Paint Spec (Executed),,15.0
14,879,C9015 CO 180 Multiple Issue Reso No. 9-2024 - signed.pdf,1 - Change Orders,180_Multiple Issue Reso No. 9-2024,,15.0
15,881,C9015 CO 182 Sign Bridge 4 Modifications - signed.pdf,1 - Change Orders,182_Sign Bridge No. 4 Modifications,,15.0
16,882,C9015 CO 183 VP Candidate Motorcade - signed.pdf,1 - Change Orders,183_VP Candidate Motorcade,,15.0
17,883,C9015 CO 184 SRP Design Modifications - signed.pdf,1 - Change Orders,184_SRP Design Modifications,,15.0
18,884,C9015 CO 185 Multiple Issue Reso No. 10-2025 - signed.pdf,1 - Change Orders,185_Multiple Issue Reso No. 10-2025,,15.0
19,885,C9015 CO 186 Multiple Issue Reso No. 11-2025 - signed.pdf,1 - Change Orders,186_Multiple Issue Reso No. 11-2025,,15.0
20,888,C9015 CO 189 Physical Completion Added CD - signed.pdf,1 - Change Orders,189_Physical Completion Added CD,,15.0
21,880,C9015 CO181 POTUS Motorcade - signed.pdf,1 - Change Orders,181_POTUS Motorcade,,15.0
22,886,CO 187 - 187_SRP Over Ex. Swr. Mod - Const,1 - Change Orders,187_SRP Over Ex. Swr. Mod - Const,,15.0
23,887,CO 188 - 188_Multiple Issue Reso No. 12-2025,1 - Change Orders,188_Multiple Issue Reso No. 12-2025,,15.0
24,003,Executed Contract Form.pdf,2 - Contract Form,Design-Build Contract,,15.0
25,001,Chapter 1.docx,4 - General Provisions (Ch 1),General Provisions (RFP Chapter 1),,15.0
26,002,Chapter Two.docx,6 - Technical Requirements (Ch 2),Technical Requirements (RFP Chapter 2),,15.0
27,005,VOLUME 2 OF 3 APPENDICES A B C GRAHAM SR 520 Montlake to Lak,8 - Design-Builder Proposal,Design-Builder's Proposal (3 volumes),,15.0
28,819,C9015 C120 SPU PRS Pipe Conn - Const Only - signed.pdf,1 - Change Orders,"120_SPU PRS Pipe Conn - Const Only (PCO 244, 253) (Executed)",,15.0
29,799,C9015 CO 100 ML Plaza Maintenance Access - signed.pdf,1 - Change Orders,100_ML Plaza Maintenance Access (PCO 179) (Executed),,15.0
30,800,C9015 CO 101 Maint. Veh. Turnaround on RSUP - signed.pdf,1 - Change Orders,101_Maint Veh Turnaround on RSUP (PCO 197) (Executed),,15.0
31,801,C9015 CO 102 Maint Path Pavement Sect Mods - signed.pdf,1 - Change Orders,102_Pavement Section on Maint Path (PCO 198) (Executed),,15.0
32,802,C9015 CO 103 Dowels in SW's at Lid Edges - signed.pdf,1 - Change Orders,103_Dowels in SW's at Lid Edges (PCO 207) (Executed),,15.0
33,803,C9015 CO 104 COVID - Sanitation Extension - signed.pdf,1 - Change Orders,104_COVID - Sanitation Extension (PCO 236) (Executed),,15.0
34,804,C9015 CO 105 Peninsula Gate Requirements_signed.pdf,1 - Change Orders,105_Peninsula Gate Requirements (PCO 109) (Executed),,15.0
35,805,C9015 CO 106 Brdg Drg Pipe Paint Mods - signed.pdf,1 - Change Orders,106_Elim Brdg Drg Pipe Paint Rqmt (PCO 138) (Executed),,15.0
36,807,C9015 CO 108_Seattle Design Comm Workshop - signed.pdf,1 - Change Orders,108_Seattle Design Comm Workshop (PCO 209) (Executed),,15.0
37,808,C9015 CO 109 Fut Ramp Meter Eqpt for PBB - signed.pdf,1 - Change Orders,109_Fdn & Conduit for Fut PBB Ramp (PCO 211) (Executed),,15.0
38,809,C9015 CO 110 Temp DWXI On-Ramp at NOAA Prop - signed.pdf,1 - Change Orders,110_Temp DWXI On-Ramp at NOAA Prop (PCO 215) (Executed),,15.0
39,810,C9015 CO 111 SPU 54-inch TM Shutdown Mods. - signed.pdf,1 - Change Orders,111_SPU 54-inch TM Shutdown Mods (PCO 212) (Executed),,15.0
40,811,C9015 CO 112 SDOT Chan Changes on E ML Pl E - signed.pdf,1 - Change Orders,112_SDOT Chan Changes on E ML PL E (PCO 239) (Executed),,15.0
41,812,C9015 CO 113 SPU PRS Pipe Conn - Design Only - signed.pdf,1 - Change Orders,113_SPU PRV Conn - Design Only (PCO 173) (Executed),,15.0
42,813,C9015 CO 114 Add'l Interpretive Signage - signed.pdf,1 - Change Orders,114_Add'l Interpretive Signage (PCO 229) (Executed),,15.0
43,814,C9015 CO 115 Elimination of CO 95 Work - signed.pdf,1 - Change Orders,115_Elimination of CO 95 Work (PCO 247) (Executed),,15.0
44,815,C9015 CO 116 CenturyLink Reloc Agreement - signed.pdf,1 - Change Orders,116_Centurylink Agreement (PCO 243) (Executed),,15.0
45,816,C9015 CO 117 Lane Closure Modifications - signed.pdf,1 - Change Orders,117_Lane Closure Modifications (PCO 249) (Executed),,15.0
46,817,C9015 CO 118 FA Montlake Market Remediation - signed.pdf,1 - Change Orders,118_FA Montlake Market Remediation (PCO 225) (Executed),,15.0
47,818,C9015 CO 119 NWR - SR 513 Comm & Htl Offers - signed.pdf,1 - Change Orders,119_NWR - SR 513 Comm & Htl Offers (PCO 246) (Executed),,15.0
48,820,C9015 CO 121 Pier 3 Core-Test Reimbursement - signed.pdf,1 - Change Orders,121_Pier 3 Core-Test Reimbursement (PCO 240) (Executed),,15.0
49,821,C9015 CO 122 UL Ltg Nighttime Cir - Const - signed.pdf,1 - Change Orders,122_UL Ltg Nighttime Cir - Const (PCO 188) (Executed),,15.0
50,822,C9015 CO 123 Additional Camera Relocation - signed.pdf,1 - Change Orders,123_Additional Camera Relocations (PCO 257) (Executed),,15.0
51,823,C9015 CO 124 BCS HMI Location - signed.pdf,1 - Change Orders,124_BCS HMI Location (PCO 256) (Executed),,15.0
52,824,C9015 CO 125 Add'l Hotel Offers for ML Project - signed.pdf,1 - Change Orders,125_Add'l Hotel Offers for ML Proj (PCO 248) (Executed),,15.0
53,825,C9015 CO 126 WABS Conduit Supports over 5Ft - signed.pdf,1 - Change Orders,126_WABS Conduit Supports over 5Ft (PCO 262) (Executed),,15.0
54,826,C9015 CO 127 Elim Environmental Incentive - signed.pdf,1 - Change Orders,127_Elim. Environmental Incentive (PCO 268) (Executed),,15.0
55,827,C9015 CO 128 Hazardous Bldg Matls Allowance - signed.pdf,1 - Change Orders,128_Hazardous Bldg Matls Allowance (PCO 269) (Executed),,15.0
56,828,C9015 CO 129 Landscape Mods in OCR - Design - signed.pdf,1 - Change Orders,129_Landscape Mods in OCR - Design (PCO 238) (Executed),,15.0
57,829,C9015 CO 130 WABS Eqpt Pltfrm Angle Matls - signed.pdf,1 - Change Orders,130_WABS Eqpt Pltfrm Angle Matls (PCO 273) (Executed),,15.0
58,830,C9015 CO 131 Strip Seal Replacement - signed.pdf,1 - Change Orders,131_Strip Seal Replacement (PCO 002) (Executed),,15.0
59,831,C9015 CO 132 Relays and Monitoring Points - signed.pdf,1 - Change Orders,132_Relays & Monitoring Points (PCO 176) (Executed),,15.0
60,832,C9015 CO 133 DRB Compensation - signed.pdf,1 - Change Orders,133_DRB Compensation (PCO 278) (Executed),,15.0
61,833,C9015 CO 134 Landscape & Urban Des TR Edits - signed.pdf,1 - Change Orders,"134_Landscape & Urban Des TR Revs (PCO 97, 185) (Executed)",,15.0
62,834,C9015 CO 135 Express Lanes Sign Cont Wiring - signed.pdf,1 - Change Orders,135_Express Lanes Sign Cont Wiring (PCO 266) (Executed),,15.0
63,835,C9015 CO 136 Underlid Closure Signs - signed.pdf,1 - Change Orders,136_Underlid Closure Signs (PCO 288) (Executed),,15.0
64,836,C9015 CO 137 WABS Shaft Duct Cleaning - signed.pdf,1 - Change Orders,137_WABS Shaft Duct Clearing (PCO 284) (Executed),,15.0
65,837,C9015 CO 138 Pavt Depth for DXEI Alignment - signed.pdf,1 - Change Orders,138_Pavt Depth for DXEI Alignment (PCO 285) (Executed),,15.0
66,838,C9015 CO 139 Correction to CO 138 - signed.pdf,1 - Change Orders,139_Correction to CO 138 (PCO 294) (Executed),,15.0
67,839,C9015 CO 140 Ethafoam Requirement - signed.pdf,1 - Change Orders,140_Ethafoam Requirement (PCO 286) (Executed),,15.0
68,840,C9015 CO 141 LWB Long-Term Closure - signed.pdf,1 - Change Orders,141_LWB Long-Term Closure (PCO 292) (Executed),,15.0
69,841,C9015 CO 142 Multiple Issue Reso No. 2-2022 - signed.pdf,1 - Change Orders,"142_Mult Issue Res No. 2-2022 (PCO 182,277,279,290,291,293) (Executed)",,15.0
70,842,C9015 CO 143 Multiple Issue Reso No. 3-2022 - signed.pdf,1 - Change Orders,"143_Multiple Issue Res No. 3-2022 (PCO 083,261,265) (Executed)",,15.0
71,843,C9015 CO 144 Multiple Issue Reso No. 4-City-2022 - signed.pd,1 - Change Orders,"144_Mult Issue Res No. 4-2022 (PCO 237,245,252,270,271,282,295)",,15.0
72,844,C9015 CO 145 Noise Threshold Mods - signed.pdf,1 - Change Orders,145_Noise Threshold Mods (PCO 283) (Executed),,15.0
73,845,C9015 CO 146 WABS Deck Conc Agg Size Mod - signed.pdf,1 - Change Orders,146_WABS Deck Conc Agg Size Mod (PCO 300) (Executed),,15.0
74,846,C9015 CO 147 DXEI Ramp Shoulder Pvmt Mod - signed.pdf,1 - Change Orders,147_DXEI Ramp Shoulder Pvmt Mod (PCO 302) (Executed),,15.0
75,847,C9015 CO 148 Hamlin Alley Permanent Pole - signed.pdf,1 - Change Orders,148_Hamlin Alley Permanent Pole (PCO 297) (Executed),,15.0
76,848,C9015 CO 149 Balsamo Prop Dmge Claim Stlmt - signed.pdf,1 - Change Orders,149_Balsamo Prop Dmge Claim Stlmt (PCO 307) (Executed),,15.0
77,849,C9015 CO 150 Bockus Prop Dmge Claim Stlmt - signed.pdf,1 - Change Orders,150_Bockus Prop Dmge Claim Stlmt (PCO 311) (Executed),,15.0
78,850,C9015 CO 151 Metro Bus Facility Spare Parts - signed.pdf,1 - Change Orders,151_Metro Bus Facility Spare Parts (PCO 050) (Executed),,15.0
79,851,C9015 CO 152 Subcontractor Percentages - signed.pdf,1 - Change Orders,152_Subcontractor Percentages (PCO 310) Executed),,15.0
80,852,C9015 CO 153 MLB & LWB Extended Closures - signed.pdf,1 - Change Orders,153_MLB & LWB Extended Closures (PCO 309) (Executed),,15.0
81,853,C9015 CO 154 HMA Testing Performed by D-B - signed.pdf,1 - Change Orders,154_HMA Testing Performed by DB (PCO 314) (Executed),,15.0
82,854,C9015 CO 155 Strike-WABS Sch Recov and Time - signed.pdf,1 - Change Orders,155_Strike-WABS Sch Recov and Time (PCO 317) (Executed),,15.0
83,855,C9015 CO 156 Lease Transfer Eastlake Office - signed.pdf,1 - Change Orders,156_Lease Transfer Eastlake Office (PCO 315) (Executed),,15.0
84,856,C9015 CO 157 Eastlake Office 3rd Flr Rental - signed.pdf,1 - Change Orders,157_Eastlake Office 3rd Flr Rental (PCO 316) (Executed),,15.0
85,857,C9015 CO 158 Irrigation Controller Mods - signed.pdf,1 - Change Orders,158_Irrigation Controller Mods (PCO 312) (Executed),,15.0
86,858,C9015 CO 159 Additional Interpretive Signs - signed.pdf,1 - Change Orders,159_Additional Interpretive Signs (PCO 327) (Executed),,15.0
87,859,C9015 CO 160 LWB Sidewalk Depth - signed.pdf,1 - Change Orders,160_LWB Sidewalk Depth (PCO 330) (Executed),,15.0
88,860,C9015 CO 161 Independent RSUP Closure - signed.pdf,1 - Change Orders,161_Independent RSUP Closure (Executed),,15.0
89,861,C9015 CO 162 Storm Drainage Mods Bet W17&18 - signed.pdf,1 - Change Orders,162_Storm Drainage Mods Bet W17&18 (Executed),,15.0
90,862,C9015 CO 163 Truck Apron Mod at MLB & LWB - signed.pdf,1 - Change Orders,163_Truck Apron Mod at MLB & LWB (Executed),,15.0
91,863,C9015 CO 164 Sign Bridges 2 & 3 Sign Mods - signed.pdf,1 - Change Orders,164_Sign Bridges 2 & 3 Sign Mods Executed),,15.0
92,864,C9015 CO 165 Elim. Ptg of SS Gutters & DS - signed.pdf,1 - Change Orders,165_Elim. Ptg of SS Gutters & D-S (Executed),,15.0
93,806,C9015_CO 107 RSUP Tunnel Lighting - signed.pdf,1 - Change Orders,107_RSUP Tunnel Lighting (PCO 183) (Executed),,15.0
94,056,A-B1 Cover Sheet.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
95,056,A-B1.A Cover Sheet.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
96,056,A-B1.B Cover Sheet.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
97,056,A-B1.C Cover Sheet.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
98,056,A-B1.F Cover Sheet.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
99,056,A-B1.G Cover Sheet.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
100,056,A-B2.A.1 Cover Sheet.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
101,056,A-B2.A.12 Cover Sheet.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
102,056,A-B2.A.13 Cover Sheet.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
103,056,A-B2.A.14 Cover Sheet.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
104,056,A-B2.A.15 Cover Sheet.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
105,056,A-B2.A.16 Cover Sheet.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
106,056,A-B2.A.17 Cover Sheet.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
107,056,A-B2.A.18 Cover Sheet.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
108,056,A-B2.A.2 Cover Sheet.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
109,056,A-B2.A.21 Cover Sheet.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
110,056,A-B2.A.22 Cover Sheet.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
111,056,A-B2.A.23 Cover Sheet.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
112,056,A-B2.A.24 Cover Sheet.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
113,056,A-B2.A.25 Cover Sheet.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
114,056,A-B2.A.26 Cover Sheet.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
115,056,A-B2.A.3 Cover Sheet.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
116,056,A-B2.A.4 Cover Sheet.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
117,056,A-B2.A.5 Cover Sheet.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
118,056,A-B2.A.7 Cover Sheet.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
119,056,A-B2.A.8 Cover Sheet.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
120,056,A-B2.A.9 Cover Sheet.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
121,056,A-B2A.10 Cover Sheet.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
122,056,A-B2A.11 Cover Sheet.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
123,056,A-B2A.19 Cover Sheet.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
124,056,A-B2A.20 Cover Sheet.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
125,056,A-B2A.6 Cover_Sheet.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
126,056,A-B3 Cover Sheet.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
127,056,A-B3.A Cover Sheet.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
128,056,A-B3.B Cover Sheet.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
129,056,A-B4 Cover Sheet.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
130,056,A-B5 Cover Sheet.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
131,056,A-B6 Cover Sheet.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
132,056,A-B7 Cover Sheet.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
133,056,A-B8 Cover Sheet.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
134,056,A-B9 Cover Sheet.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
135,056,A-B9.A Cover Sheet.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
136,056,A-B9.C Cover Sheet.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
137,056,Appendix A-B Cover Sheet.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
138,056,Appendix A-B1.D Cover Sheet.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
139,056,Appendix A-B1.F.1.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
140,056,Appendix A-B1.F.2.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
141,056,Appendix A-B10.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
142,056,Appendix A-B2 Cover Sheet.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
143,056,Appendix A-B2.A Cover Sheet.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
144,056,Appendix A-B2.A.10.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
145,056,Appendix A-B2.A.11.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
146,056,Appendix A-B2.A.13.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
147,056,Appendix A-B2.A.21.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
148,056,Appendix A-B2.A.22.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
149,056,Appendix A-B2.A.25.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
150,056,Appendix A-B2.A.26.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
151,056,Appendix A-B2.A.3.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
152,056,Appendix A-B2.A.5.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
153,056,Appendix A-B2.A.6.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
154,056,Appendix A-B2.A.7.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
155,056,Appendix A-B2.A.8.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
156,056,Appendix A-B3.A.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
157,056,Appendix A-B4.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
158,056,Appendix A-B5.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
159,056,Appendix A-B6.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
160,056,Appendix A-B7.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
161,056,Appendix A-B8.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
162,056,Appendix A-B9.A.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
163,056,Appendix A-B9.B.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
164,056,Appendix A-B9.C.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
165,056,Appendix A-B9.D.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
166,056,Appendix A-B9.E.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
167,056,Appendix A-B9.I.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
168,056,Appendix A-B9.J.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
169,056,Appendix_A-B1.E_Cover_Sheet.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
170,056,Appendix_A-B9.H Cover Sheet.pdf,7 - Appendices: A-B - As-Built Plans and Construct,Evergreen Point Fountains,A-B - As-Built Plans and Construction,3.0
171,113,WABN Disc Bearings.pdf,7 - Appendices: A-B - As-Built Plans and Construct,WABN Disc Bearings,A-B - As-Built Plans and Construction,8.0
172,114,WABN Isolation Bearings.pdf,7 - Appendices: A-B - As-Built Plans and Construct,WABN Isolation Bearings,A-B - As-Built Plans and Construction,8.0
173,136,Appendix D Cover Sheet.pdf,7 - Appendices: D - Manuals,AASHTO LRFD 8th Edition 2017,D - Manuals,3.0
174,136,Appendix D1.pdf,7 - Appendices: D - Manuals,AASHTO LRFD 8th Edition 2017,D - Manuals,3.0
175,136,Appendix D10.pdf,7 - Appendices: D - Manuals,AASHTO LRFD 8th Edition 2017,D - Manuals,3.0
176,136,Appendix D11.pdf,7 - Appendices: D - Manuals,AASHTO LRFD 8th Edition 2017,D - Manuals,3.0
177,136,Appendix D12.pdf,7 - Appendices: D - Manuals,AASHTO LRFD 8th Edition 2017,D - Manuals,3.0
178,136,Appendix D13.pdf,7 - Appendices: D - Manuals,AASHTO LRFD 8th Edition 2017,D - Manuals,3.0
179,136,Appendix D14.pdf,7 - Appendices: D - Manuals,AASHTO LRFD 8th Edition 2017,D - Manuals,3.0
180,136,Appendix D15.pdf,7 - Appendices: D - Manuals,AASHTO LRFD 8th Edition 2017,D - Manuals,3.0
181,136,Appendix D16.pdf,7 - Appendices: D - Manuals,AASHTO LRFD 8th Edition 2017,D - Manuals,3.0
182,136,Appendix D18.pdf,7 - Appendices: D - Manuals,AASHTO LRFD 8th Edition 2017,D - Manuals,3.0
183,136,Appendix D19.pdf,7 - Appendices: D - Manuals,AASHTO LRFD 8th Edition 2017,D - Manuals,3.0
184,136,Appendix D2.pdf,7 - Appendices: D - Manuals,AASHTO LRFD 8th Edition 2017,D - Manuals,3.0
185,136,Appendix D20.pdf,7 - Appendices: D - Manuals,AASHTO LRFD 8th Edition 2017,D - Manuals,3.0
