Doc_Number,Document_Name,Category,Document_Type,Status,Notes
424,PIF 1 Mageba Expansion Joints,O - Design Documentation,Appendix,Missing,
425,Project File Checklist,O - Design Documentation,Appendix,Missing,
426,Proprietary Items Memo 1,O - Design Documentation,Appendix,Missing,
427,Proprietary Items Memo 1 Appendices,O - Design Documentation,Appendix,Missing,
428,Proprietary Items Memo 2,O - Design Documentation,Appendix,Missing,
429,Proprietary Items Memo 2 Appendices,O - Design Documentation,Appendix,Missing,
430,Proprietary Items Memo 3,O - Design Documentation,Appendix,Missing,
431,Proprietary Items Memo 3 Appendices,O - Design Documentation,Appendix,Missing,
432,Proprietary Items Memo 4,O - Design Documentation,Appendix,Missing,
433,Proprietary Items Memo 4 Appendices,O - Design Documentation,Appendix,Missing,
434,Proprietary Items Memo 5,O - Design Documentation,Appendix,Missing,
435,Proprietary Items Memo 5 Appendices,O - Design Documentation,Appendix,Missing,
436,State Furnished Signal Equipment Attachment,O - Design Documentation,Appendix,Missing,
437,State Furnished Signal Equipment Memo,O - Design Documentation,Appendix,Missing,
438,Coastal Zone Management Consistency,P - Permits and Approvals,Appendix,Complete,
439,Corps Permit Modification,P - Permits and Approvals,Appendix,Missing,
440,Corps Section 404 Permit,P - Permits and Approvals,Appendix,Complete,
441,NMFS Biological Opinion,P - Permits and Approvals,Appendix,Missing,
442,NMFS R001,P - Permits and Approvals,Appendix,Missing,
443,NMFS R002,P - Permits and Approvals,Appendix,Missing,
444,NMFS R003,P - Permits and Approvals,Appendix,Missing,
445,NMFS R004,P - Permits and Approvals,Appendix,Missing,
446,NMFS R005,P - Permits and Approvals,Appendix,Missing,
447,NMFS R006,P - Permits and Approvals,Appendix,Missing,
448,Seattle Master Use Permit WAB,P - Permits and Approvals,Appendix,Missing,
449,USCG Bridge Permit Amendment,P - Permits and Approvals,Appendix,Missing,
450,USCG General Bridge Permit,P - Permits and Approvals,Appendix,Missing,
451,USFWS Biological Opinion,P - Permits and Approvals,Appendix,Missing,
452,USFWS R001,P - Permits and Approvals,Appendix,Missing,
453,USFWS R002,P - Permits and Approvals,Appendix,Missing,
454,USFWS R003,P - Permits and Approvals,Appendix,Missing,
455,USFWS R004,P - Permits and Approvals,Appendix,Missing,
456,USFWS R005,P - Permits and Approvals,Appendix,Missing,
457,USFWS R006,P - Permits and Approvals,Appendix,Missing,
458,USFWS R007,P - Permits and Approvals,Appendix,Missing,
459,WDFW Hydraulic Project Approval,P - Permits and Approvals,Appendix,Missing,
460,Water Quality Cert Amendment 1,P - Permits and Approvals,Appendix,Missing,
461,Water Quality Cert Amendment 2,P - Permits and Approvals,Appendix,Missing,
462,Water Quality Cert Amendment 3,P - Permits and Approvals,Appendix,Missing,
463,Water Quality Cert Amendment 4,P - Permits and Approvals,Appendix,Missing,
464,Water Quality Cert Amendment 5,P - Permits and Approvals,Appendix,Missing,
465,Water Quality Cert Amendment 6,P - Permits and Approvals,Appendix,Missing,
466,Water Quality Certification,P - Permits and Approvals,Appendix,Complete,
467,Water Quality Certification Order 9011,P - Permits and Approvals,Appendix,Missing,
468,West Approach Shoreline Development Permit,P - Permits and Approvals,Appendix,Missing,
469,Aquatic Easement,R - Right-of-Way,Appendix,Complete,
470,Aquatic Easement Amendment,R - Right-of-Way,Appendix,Missing,
471,Arboretum Deed,R - Right-of-Way,Appendix,Missing,
472,Arboretum E Montlake Park Deed,R - Right-of-Way,Appendix,Missing,
473,Foster Island Arboretum Deed,R - Right-of-Way,Appendix,Missing,
474,Foster Island Easement,R - Right-of-Way,Appendix,Missing,
475,Grant W-04299,R - Right-of-Way,Appendix,Missing,
476,Illegal Encampments ROW,R - Right-of-Way,Appendix,Missing,
477,McCurdy E Montlake Park Deed,R - Right-of-Way,Appendix,Missing,
478,McCurdy E Montlake Park Deed,R - Right-of-Way,Appendix,Missing,
479,McCurdy E Montlake Park Deed,R - Right-of-Way,Appendix,Missing,
480,McCurdy Park Deed,R - Right-of-Way,Appendix,Missing,
481,Old Canal Reserve Deed,R - Right-of-Way,Appendix,Missing,
482,RUP E Montlake Park,R - Right-of-Way,Appendix,Missing,
483,RUP Lake Washington Blvd,R - Right-of-Way,Appendix,Missing,
484,RUP Washington Park Arboretum,R - Right-of-Way,Appendix,Missing,
485,RUP Washington Park Arboretum WABN,R - Right-of-Way,Appendix,Missing,
486,Reports Survey Marks Primary Monumentation,R - Right-of-Way,Appendix,Missing,
487,SR 5 Record of Survey,R - Right-of-Way,Appendix,Missing,
488,SR 513 Record of Survey,R - Right-of-Way,Appendix,Missing,
489,SR 513 SR 520 to NE 45th ROW,R - Right-of-Way,Appendix,Missing,
490,SR 520 Evergreen Point Bridge ROW,R - Right-of-Way,Appendix,Missing,
491,SR 520 I-5 to Montlake ROW,R - Right-of-Way,Appendix,Missing,
492,SR 520 Montlake Vicinity Deed,R - Right-of-Way,Appendix,Missing,
493,SR 520 Montlake to Arboretum ROW,R - Right-of-Way,Appendix,Missing,
494,SR 520 Record of Survey,R - Right-of-Way,Appendix,Missing,
495,SR 520 SR 5 to 513 Record of Survey,R - Right-of-Way,Appendix,Missing,
496,SR 520 SR 5 to Evergreen Point ROW,R - Right-of-Way,Appendix,Missing,
497,Section 6F Record of Survey,R - Right-of-Way,Appendix,Missing,
498,Sound Transit Easement Montlake,R - Right-of-Way,Appendix,Missing,
499,Sound Transit Easement Old Canal Reserve,R - Right-of-Way,Appendix,Missing,
500,Sound Transit Light Rail Accommodation,R - Right-of-Way,Appendix,Missing,
501,Staging Areas Exhibit,R - Right-of-Way,Appendix,Missing,
502,State Sales Tax Rule 170 171 Map,R - Right-of-Way,Appendix,Missing,
503,TCE Construction Memo,R - Right-of-Way,Appendix,Missing,
504,TCE Leigh,R - Right-of-Way,Appendix,Missing,
505,WSDOT Sound Transit Airspace Lease,R - Right-of-Way,Appendix,Missing,
506,Bridges Light Rail Transit Loading Criteria,S - Structures,Appendix,Complete,
507,Design Criteria Essential Bridges,S - Structures,Appendix,Missing,
508,Existing Structural Elements Requirements,S - Structures,Appendix,Missing,
509,Light Rail Ready White Paper,S - Structures,Appendix,Missing,
510,Seismic Design Criteria Lid Bridges,S - Structures,Appendix,Missing,
511,Seismic Isolation Design Criteria,S - Structures,Appendix,Missing,
512,Sound Transit Design Criteria Manual,S - Structures,Appendix,Missing,
513,Structures Project Specifications,S - Structures,Appendix,Missing,
514,USCG Bridge Permit Application Guide,S - Structures,Appendix,Missing,
515,Underwater Sound Levels Pile Driving,S - Structures,Appendix,Missing,
516,Vessel Collision Data,S - Structures,Appendix,Missing,
517,WABN Global Analysis Summary,S - Structures,Appendix,Missing,
518,Approved Traffic Signal Permits,T - Traffic,Appendix,Complete,
519,FHWA TMP Work Zones,T - Traffic,Appendix,Missing,
520,Interchange Justification Report,T - Traffic,Appendix,Missing,
521,King County Metro ITS Requirements,T - Traffic,Appendix,Missing,
522,MicroSimulation Guidelines,T - Traffic,Appendix,Missing,
523,Montlake Phase Traffic Operations Report,T - Traffic,Appendix,Missing,
524,NCHRP Report 350,T - Traffic,Appendix,Missing,
525,NWR Sign Design Practices Manual,T - Traffic,Appendix,Missing,
526,NWR Signing Current Practices,T - Traffic,Appendix,Missing,
527,NWR Traffic Operations Redbook,T - Traffic,Appendix,Missing,
528,Preferred Alternative Traffic Operations Report,T - Traffic,Appendix,Missing,
529,SDOT Discretionary Guide Signs,T - Traffic,Appendix,Missing,
530,SDOT Pedestrian Mobility Work Zones,T - Traffic,Appendix,Missing,
531,SDOT Sign Catalog,T - Traffic,Appendix,Missing,
532,SDOT VISSIM SCOOT Deployment Memo,T - Traffic,Appendix,Missing,
533,SIDRA Policy Settings,T - Traffic,Appendix,Missing,
534,Signal Turn-On Checklist,T - Traffic,Appendix,Missing,
535,Signing Inventory Form,T - Traffic,Appendix,Missing,
536,Speed Limit Reductions Work Zones,T - Traffic,Appendix,Missing,
537,State Force Work Memo 1,T - Traffic,Appendix,Missing,
538,State Force Work Memo 2,T - Traffic,Appendix,Missing,
539,VISSIM Confidence Calibration AM,T - Traffic,Appendix,Missing,
540,VISSIM Confidence Calibration Mid,T - Traffic,Appendix,Missing,
541,VISSIM Confidence Calibration PM,T - Traffic,Appendix,Missing,
542,VISSIM Confidence Calibration Report,T - Traffic,Appendix,Missing,
543,VISSIM Montlake Phase AM,T - Traffic,Appendix,Missing,
544,VISSIM Montlake Phase Mid,T - Traffic,Appendix,Missing,
545,VISSIM Montlake Phase PM,T - Traffic,Appendix,Missing,
546,VISSIM Preferred Alternative AM,T - Traffic,Appendix,Missing,
547,VISSIM Preferred Alternative Mid,T - Traffic,Appendix,Missing,
548,VISSIM Preferred Alternative PM,T - Traffic,Appendix,Missing,
549,WSDOT VISSIM Protocol,T - Traffic,Appendix,Missing,
550,WSP Traffic Control Assistance,T - Traffic,Appendix,Missing,
551,Work Zone Safety and Mobility,T - Traffic,Appendix,Missing,
552,Metro Transit Passenger Facility Architectural,TF - Transit Facilities,Appendix,Complete,
553,Metro Transit Passenger Facility Details,TF - Transit Facilities,Appendix,Missing,
554,Metro Transit Passenger Facility Structural,TF - Transit Facilities,Appendix,Missing,
555,Metro Transit Signing Standards Manual,TF - Transit Facilities,Appendix,Missing,
556,Metro Transit Trolley Overhead Standards,TF - Transit Facilities,Appendix,Missing,
557,Metro Transportation Facility Design Guidelines,TF - Transit Facilities,Appendix,Missing,
558,108 Inch CSS CCTV Inspection,U - Utilities,Appendix,Complete,
559,108 Inch CSS CCTV Report,U - Utilities,Appendix,Missing,
560,114 Inch CSS CCTV Inspection,U - Utilities,Appendix,Missing,
561,114 Inch CSS CCTV Report,U - Utilities,Appendix,Missing,
562,42 Inch CSS CCTV Inspection,U - Utilities,Appendix,Missing,
563,42 Inch CSS CCTV Report,U - Utilities,Appendix,Missing,
564,CSS Water Line Potholing Locations,U - Utilities,Appendix,Missing,
565,CSS Water Line Potholing Results,U - Utilities,Appendix,Missing,
566,CenturyLink Fiber Optic As-Built,U - Utilities,Appendix,Missing,
567,CenturyLink Franchise Permits,U - Utilities,Appendix,Missing,
568,Comcast Cable Television As-Built,U - Utilities,Appendix,Missing,
569,Comcast Franchise Permits,U - Utilities,Appendix,Missing,
570,Comcast MOU,U - Utilities,Appendix,Missing,
571,FreshChoice Franchise,U - Utilities,Appendix,Missing,
572,Integra Telecom Franchise Permits,U - Utilities,Appendix,Missing,
573,KCWTD Design-Build Agreement,U - Utilities,Appendix,Missing,
574,KCWTD Feasibility Study,U - Utilities,Appendix,Missing,
575,King County Metro As-Built,U - Utilities,Appendix,Missing,
576,King County Metro Design-Build Agreement,U - Utilities,Appendix,Missing,
577,King County Metro Franchise Permits,U - Utilities,Appendix,Missing,
578,King County Sewer Siphon As-Built,U - Utilities,Appendix,Missing,
579,King County Sewer Siphon Photos,U - Utilities,Appendix,Missing,
580,LTS 360 Networks Franchise Permits,U - Utilities,Appendix,Missing,
581,PSE 24th Ave Franchise,U - Utilities,Appendix,Missing,
582,PSE Franchise Permits,U - Utilities,Appendix,Missing,
583,Puget Sound Energy Gas As-Built,U - Utilities,Appendix,Missing,
584,Puget Sound Energy MOU,U - Utilities,Appendix,Missing,
585,R2016 GM381 Utility Agreement,U - Utilities,Appendix,Missing,
586,R2016 SAS 5573 Utility Agreement,U - Utilities,Appendix,Missing,
587,R2016 SAU 5571 Utility Agreement,U - Utilities,Appendix,Missing,
588,R2016 SAU 5572 Utility Agreement,U - Utilities,Appendix,Missing,
589,R2016 SAU 5574 Utility Agreement,U - Utilities,Appendix,Missing,
590,R2016 SAU 5595 Utility Agreement,U - Utilities,Appendix,Missing,
591,R2016 SAU 5596 Utility Agreement,U - Utilities,Appendix,Missing,
592,R2016 SUA 645-S2 647-S1,U - Utilities,Appendix,Missing,
593,R2016 SUA 657 Sup1,U - Utilities,Appendix,Missing,
594,R2016 SUA 658 5594,U - Utilities,Appendix,Missing,
595,R2016 SUA 658 Sup1,U - Utilities,Appendix,Missing,
596,R2016 SUA 658 Sup2,U - Utilities,Appendix,Missing,
597,R2016 UTB1141 Utility Agreement,U - Utilities,Appendix,Missing,
598,R2016 UTB1169 Utility Agreement,U - Utilities,Appendix,Missing,
599,R2016 UTB1170 Utility Agreement,U - Utilities,Appendix,Missing,
600,R2016 Westside SUA Locations,U - Utilities,Appendix,Missing,
601,SAU 5690 Utility Agreement,U - Utilities,Appendix,Missing,
602,SAU 5691 Utility Agreement,U - Utilities,Appendix,Missing,
603,SPU 12-inch Distribution Main As-Built,U - Utilities,Appendix,Missing,
604,SPU 54-inch Transmission Main As-Built,U - Utilities,Appendix,Missing,
605,SPU Design-Build Agreement,U - Utilities,Appendix,Missing,
606,SPU Feasibility Study,U - Utilities,Appendix,Missing,
607,SPU Franchise Permits,U - Utilities,Appendix,Missing,
608,SPU Special Provisions,U - Utilities,Appendix,Missing,
609,Seattle City Light Design-Build Agreement,U - Utilities,Appendix,Missing,
610,Seattle City Light Electrical As-Built,U - Utilities,Appendix,Missing,
611,Seattle City Light Permits Franchises,U - Utilities,Appendix,Missing,
612,Seattle DOT Franchise Permits,U - Utilities,Appendix,Missing,
613,Seattle IT Design-Build Agreement,U - Utilities,Appendix,Missing,
614,Seattle IT Fiber Optic As-Built,U - Utilities,Appendix,Missing,
615,Sewer Line Min Cover Waterline Main,U - Utilities,Appendix,Missing,
616,Sound Transit Franchise Permits,U - Utilities,Appendix,Missing,
617,Sprint Nextel Franchise Permits,U - Utilities,Appendix,Missing,
618,T-Mobile Permit UP17579,U - Utilities,Appendix,Missing,
619,Traylor Frontier Kemper Permit,U - Utilities,Appendix,Missing,
620,Utility Assignment of Rights,U - Utilities,Appendix,Missing,
621,Utility Conflict Matrix,U - Utilities,Appendix,Missing,
622,Utility Contact List,U - Utilities,Appendix,Missing,
623,Verizon NW Franchise Permits,U - Utilities,Appendix,Missing,
624,WSDOT Permit Franchise Database,U - Utilities,Appendix,Missing,
625,XO Comm Franchise Permits,U - Utilities,Appendix,Missing,
626,QMP Outline,V - Quality Assurance,Appendix,Complete,
627,FFFS Flammable Liquid Fires Study,X - Montlake Underlid Systems,Appendix,Complete,
628,FLS Ventilation Corridor Study,X - Montlake Underlid Systems,Appendix,Missing,
629,Montlake Lid Egress Study,X - Montlake Underlid Systems,Appendix,Missing,
630,Montlake Underlid Concept of Operations,X - Montlake Underlid Systems,Appendix,Missing,
631,Montlake Underlid Emergency Response,X - Montlake Underlid Systems,Appendix,Missing,
632,Montlake Underlid Fire Alarm Response,X - Montlake Underlid Systems,Appendix,Missing,
633,Montlake Underlid Simplex Control System,X - Montlake Underlid Systems,Appendix,Missing,
634,Seattle Fire Concurrence Letter 1,X - Montlake Underlid Systems,Appendix,Missing,
635,Seattle NFPA 502 Amendments,X - Montlake Underlid Systems,Appendix,Missing,
636,WABN Emergency Response Plan,X - Montlake Underlid Systems,Appendix,Missing,
637,SR 520 No Surprises Approach,Y - Communications Plan,Appendix,Complete,
638,Community Workforce Agreement,Z - Community Workforce Agreement,Appendix,Complete,
700,001_WABN Plant Establishment (PCO 015) (Executed),,ChangeOrder,Complete,
701,002_Apprentice Util Plan Submittal (PCO 032) (Executed),,ChangeOrder,Complete,
702,003_Foster Island Irrg Water Supp (PCO 028) (Executed),,ChangeOrder,Complete,
703,"004_Amendment to Appendix (PCO 018, 019, 020, 021, 022, 025, 026, 040) (Executed)",,ChangeOrder,Complete,
704,005_RSUP Cover Plates (PCO 001) (Executed),,ChangeOrder,Complete,
705,006_Tax Rule 170-171 Graham Bid Proposal Error (PCO 010) (Executed),,ChangeOrder,Complete,
706,007_Adjust Contract Dates (PCO 067) (Executed),,ChangeOrder,Complete,
707,008_CWA Amendment 1 (PCO 063) (Executed),,ChangeOrder,Complete,
708,"009_MOT Signs and Safety Drums (PCO 069, 070) (Executed)",,ChangeOrder,Complete,
709,010_WABS Girder Line (PCO 038) (Executed),,ChangeOrder,Complete,
710,011_Incentive Award Program Change (PCO 078) (Executed),,ChangeOrder,Complete,
711,012_Crosswalks (PCO 084) (Executed),,ChangeOrder,Complete,
712,013_ML Fire Supp & Ltg Mods (Nine PCO's) (Executed),,ChangeOrder,Complete,
713,014_TS Controller Submittal Sheet (PCO 072) (Executed),,ChangeOrder,Complete,
714,"015_Added Engineering PDW 1 (PCO 007, 039, 087) (Executed)",,ChangeOrder,Complete,
715,016_Stormwater Sampling (PCO 068) (Executed),,ChangeOrder,Complete,
716,"017_Environmental Update 01 (PCO 027, 030, 073, 086) (Executed)",,ChangeOrder,Complete,
717,018_Field Office Water and Sewer Connection (PCO 066) (Executed),,ChangeOrder,Complete,
718,019_Storefront (PCO 056) (Executed),,ChangeOrder,Complete,
719,"020_CO Located Office Change (PCO 005, 057) (Executed)",,ChangeOrder,Complete,
720,021_CCMP Extension Date (PCO 029) (Executed),,ChangeOrder,Complete,
721,022_Temporary Sidewalk Reduction (PCO 064) (Executed),,ChangeOrder,Complete,
722,023_Lake Wa Blvd Closure Hrs (PCO 052) (Executed),,ChangeOrder,Complete,
723,024_WABS Time Histories (PCO 082) (Executed),,ChangeOrder,Complete,
724,025_WABS Columns (PCO 093) (Executed),,ChangeOrder,Complete,
725,026_Hard Copies and Flash Drives (PCO 017) (Executed),,ChangeOrder,Complete,
726,027_Multiple Issue Resolution No. 1 (11 PCOs - See Log) (Executed),,ChangeOrder,Complete,
727,028_Digital Signatures (PCO 034) (Executed),,ChangeOrder,Complete,
728,029_Adjust Insurance Language Chapter 1 (PCO 004) (Executed),,ChangeOrder,Complete,
729,030_Baebler and Giordano TCEs (PCO 096) (Executed),,ChangeOrder,Complete,
730,031_Cell Tower ITS Conflict (PCO 091) (Executed),,ChangeOrder,Complete,
731,032_Sign Height (PCO 111) (Executed),,ChangeOrder,Complete,
732,033_DXEI Ramp HOV Lane Closure (PCO 105) (Executed),,ChangeOrder,Complete,
733,034_Force Account Markup Change (PCO 112) (Executed),,ChangeOrder,Complete,
734,035_Electrical Conduits on Girders (PCO 117) (Executed),,ChangeOrder,Complete,
735,036_COS Interconnect on Montlake (PCO 042) (Executed),,ChangeOrder,Complete,
736,037_North Street Closure (PCO 104) (Executed),,ChangeOrder,Complete,
737,038_Addl Existing Bridge As-Builts (PCO 132) (Executed),,ChangeOrder,Complete,
738,039_ATC 001 Adjustments (PCO 125) (Executed),,ChangeOrder,Complete,
739,040_Steel Casing for 54 in. Waterline (PCO 130) (Executed),,ChangeOrder,Complete,
740,041_WABN Settlement Monitoring (PCO 119) (Executed),,ChangeOrder,Complete,
741,042_Interpretive Signs (VOIDED),,ChangeOrder,Complete,
742,043_Guardrail on MR Line (PCO 122) (Executed),,ChangeOrder,Complete,
743,"044R1_Interpretive Signs-Bus Shelters (PCO 071, 137) (Executed)",,ChangeOrder,Complete,
744,045_Maturity Meters (PCO 148) (Executed),,ChangeOrder,Complete,
745,"046_ML Early Use-PBB Conn Trail (PCO 076, 080) (Executed)",,ChangeOrder,Complete,
746,047_76 Gas Station Debranding (PCO 126) (Executed),,ChangeOrder,Complete,
747,048_Radiographic & Mag. Part. Insp (PCO 129) (Executed),,ChangeOrder,Complete,
748,049_Conduit Re-routing (PCO 159) (Executed),,ChangeOrder,Complete,
749,050_E-Signature Change Orders (PCO 177) (Executed),,ChangeOrder,Complete,
750,051_COS Signal Pole Finishes (PCO 106) (Executed),,ChangeOrder,Complete,
751,052_Montlake Temp Market Space (PCO 077) (Executed),,ChangeOrder,Complete,
752,053_Transite in Barrier Brg Struc (PCO 134) (Executed),,ChangeOrder,Complete,
753,054_Shaft Centralizer (PCO 171) (Executed),,ChangeOrder,Complete,
754,055_54 in. Waterline North Vault (PCO 102) (Executed),,ChangeOrder,Complete,
755,"056_Permeable Conc-Col Trees Impact (PCO 131, 141) (Executed)",,ChangeOrder,Complete,
756,057_Luminaire Mounting WDX Tunnel (PCO 149) (Executed),,ChangeOrder,Complete,
757,058_Flexible Conduit in Pier 2 (PCO 146) (Executed),,ChangeOrder,Complete,
758,059_COVID Pre-Suspension (PCO 150) (Executed),,ChangeOrder,Complete,
759,060_COVID Closeout Certification (PCO 186) (Executed),,ChangeOrder,Complete,
760,061_NOAA Property Modifications (PCO 059) (Executed),,ChangeOrder,Complete,
761,"062_LWB Pvmt Mod-Resurf. LWB & Rke (PCO 180, 192) (Executed)",,ChangeOrder,Complete,
762,063_Powder Coating Materials (PCO 184) (Executed),,ChangeOrder,Complete,
763,064_COVID Suspension of Work (PCO 154) (Executed),,ChangeOrder,Complete,
764,065_Fiber Conduit-Cable Revisions (PCO 172) (Executed),,ChangeOrder,Complete,
765,066_CWA Amendment 2 (PCO 201) (Executed),,ChangeOrder,Complete,
766,067_As-Built WDs-PE Encasement (PCO 152) (Executed),,ChangeOrder,Complete,
767,068_COVID Monthly Costs for Sanit (PCO 157) (Executed),,ChangeOrder,Complete,
768,069_Roanoke Plz Re-design Pricing (PCO 203) (Executed),,ChangeOrder,Complete,
769,070_UL Ltg Nighttime Cir - Design (PCO 187) (Executed),,ChangeOrder,Complete,
770,071_ATM Sign Controllers (PCO 162) (Executed),,ChangeOrder,Complete,
771,072_PLB Structure Requirements (PCO 044) (Executed),,ChangeOrder,Complete,
772,073_PE Encase for WSDOT DI Pipe (PCO 193) (Executed),,ChangeOrder,Complete,
773,074_Reinf. Steel Working Drawings (PCO 151) (Executed),,ChangeOrder,Complete,
774,075_FB&L Fire Hydrant Clar (PCO 196) (Executed),,ChangeOrder,Complete,
775,076_Demo of Ex. Seismic Retrofit (PCO 135) (Executed),,ChangeOrder,Complete,
776,"077_COVID Completion of Work (PCO 165, 190) (Executed)",,ChangeOrder,Complete,
777,078_EPS Bearing (PCO 043) (Executed),,ChangeOrder,Complete,
778,079_TMS Workstation Modifications (PCO 208) (Executed),,ChangeOrder,Complete,
779,080_CAD Conformance for RFC Docs (PCO 217) (Executed),,ChangeOrder,Complete,
780,081_Uninterruptible Power Supply (PCO 169) (Executed),,ChangeOrder,Complete,
781,082_Shotcrete at RSUP Tunnel (PCO 206) (Executed),,ChangeOrder,Complete,
782,083_CSL Testing Spec Modification (PCO 221) (Executed),,ChangeOrder,Complete,
783,084_COS Cut-In Signal Loops (PCO 108) (Executed),,ChangeOrder,Complete,
784,085_Incr Cond Size at St Crossings (PCO 204) (Executed),,ChangeOrder,Complete,
785,086_Sign Brdg Repair Wknd Closure (PCO 140) (Executed),,ChangeOrder,Complete,
786,087_24th Ave Signal Ctrl Cab Parts (PCO 166) (Executed),,ChangeOrder,Complete,
787,088_SPR Lighting Service Cabinet (PCO 189) (Executed),,ChangeOrder,Complete,
788,089_LED Underlid Ltg Spare Parts (PCO 051) (Executed),,ChangeOrder,Complete,
789,090_Roanoke Plaza Re-Design Work (PCO 224) (Executed),,ChangeOrder,Complete,
790,091_Barge Requirements (PCO 232) (Executed),,ChangeOrder,Complete,
791,092_Staging Area Modification (PCO 234) (Executed),,ChangeOrder,Complete,
792,093_Remove 6 Vib Monitors on WABN (PCO 231) (Executed),,ChangeOrder,Complete,
793,094_SR 520-6A Bent 2 Demo Changes (PCO 124) (Executed),,ChangeOrder,Complete,
794,095_Signage for Flammable Cargo (PCO 222) (Executed),,ChangeOrder,Complete,
795,096_WSDOT Sign Changes (PCO 114) (Executed),,ChangeOrder,Complete,
796,097_Montlake South Const Limits (PCO 216) (Executed),,ChangeOrder,Complete,
797,098_WABS Column Core Mix Design (PCO 235) (Executed),,ChangeOrder,Complete,
798,099_SIP Forms for Tub Girders (PCO 223) (Executed),,ChangeOrder,Complete,
799,100_ML Plaza Maintenance Access (PCO 179) (Executed),,ChangeOrder,Complete,
800,101_Maint Veh Turnaround on RSUP (PCO 197) (Executed),,ChangeOrder,Complete,
801,102_Pavement Section on Maint Path (PCO 198) (Executed),,ChangeOrder,Complete,
802,103_Dowels in SW's at Lid Edges (PCO 207) (Executed),,ChangeOrder,Complete,
803,104_COVID - Sanitation Extension (PCO 236) (Executed),,ChangeOrder,Complete,
804,105_Peninsula Gate Requirements (PCO 109) (Executed),,ChangeOrder,Complete,
805,106_Elim Brdg Drg Pipe Paint Rqmt (PCO 138) (Executed),,ChangeOrder,Complete,
806,107_RSUP Tunnel Lighting (PCO 183) (Executed),,ChangeOrder,Complete,
807,108_Seattle Design Comm Workshop (PCO 209) (Executed),,ChangeOrder,Complete,
808,109_Fdn & Conduit for Fut PBB Ramp (PCO 211) (Executed),,ChangeOrder,Complete,
809,110_Temp DWXI On-Ramp at NOAA Prop (PCO 215) (Executed),,ChangeOrder,Complete,
810,111_SPU 54-inch TM Shutdown Mods (PCO 212) (Executed),,ChangeOrder,Complete,
811,112_SDOT Chan Changes on E ML PL E (PCO 239) (Executed),,ChangeOrder,Complete,
812,113_SPU PRV Conn - Design Only (PCO 173) (Executed),,ChangeOrder,Complete,
813,114_Add'l Interpretive Signage (PCO 229) (Executed),,ChangeOrder,Complete,
814,115_Elimination of CO 95 Work (PCO 247) (Executed),,ChangeOrder,Complete,
815,116_Centurylink Agreement (PCO 243) (Executed),,ChangeOrder,Complete,
816,117_Lane Closure Modifications (PCO 249) (Executed),,ChangeOrder,Complete,
817,118_FA Montlake Market Remediation (PCO 225) (Executed),,ChangeOrder,Complete,
818,119_NWR - SR 513 Comm & Htl Offers (PCO 246) (Executed),,ChangeOrder,Complete,
819,"120_SPU PRS Pipe Conn - Const Only (PCO 244, 253) (Executed)",,ChangeOrder,Complete,
820,121_Pier 3 Core-Test Reimbursement (PCO 240) (Executed),,ChangeOrder,Complete,
821,122_UL Ltg Nighttime Cir - Const (PCO 188) (Executed),,ChangeOrder,Complete,
822,123_Additional Camera Relocations (PCO 257) (Executed),,ChangeOrder,Complete,
823,124_BCS HMI Location (PCO 256) (Executed),,ChangeOrder,Complete,
824,125_Add'l Hotel Offers for ML Proj (PCO 248) (Executed),,ChangeOrder,Complete,
825,126_WABS Conduit Supports over 5Ft (PCO 262) (Executed),,ChangeOrder,Complete,
826,127_Elim. Environmental Incentive (PCO 268) (Executed),,ChangeOrder,Complete,
827,128_Hazardous Bldg Matls Allowance (PCO 269) (Executed),,ChangeOrder,Complete,
828,129_Landscape Mods in OCR - Design (PCO 238) (Executed),,ChangeOrder,Complete,
829,130_WABS Eqpt Pltfrm Angle Matls (PCO 273) (Executed),,ChangeOrder,Complete,
830,131_Strip Seal Replacement (PCO 002) (Executed),,ChangeOrder,Complete,
831,132_Relays & Monitoring Points (PCO 176) (Executed),,ChangeOrder,Complete,
832,133_DRB Compensation (PCO 278) (Executed),,ChangeOrder,Complete,
833,"134_Landscape & Urban Des TR Revs (PCO 97, 185) (Executed)",,ChangeOrder,Complete,
834,135_Express Lanes Sign Cont Wiring (PCO 266) (Executed),,ChangeOrder,Complete,
835,136_Underlid Closure Signs (PCO 288) (Executed),,ChangeOrder,Complete,
836,137_WABS Shaft Duct Clearing (PCO 284) (Executed),,ChangeOrder,Complete,
837,138_Pavt Depth for DXEI Alignment (PCO 285) (Executed),,ChangeOrder,Complete,
838,139_Correction to CO 138 (PCO 294) (Executed),,ChangeOrder,Complete,
839,140_Ethafoam Requirement (PCO 286) (Executed),,ChangeOrder,Complete,
840,141_LWB Long-Term Closure (PCO 292) (Executed),,ChangeOrder,Complete,
841,"142_Mult Issue Res No. 2-2022 (PCO 182,277,279,290,291,293) (Executed)",,ChangeOrder,Complete,
842,"143_Multiple Issue Res No. 3-2022 (PCO 083,261,265) (Executed)",,ChangeOrder,Complete,
843,"144_Mult Issue Res No. 4-2022 (PCO 237,245,252,270,271,282,295)",,ChangeOrder,Complete,
844,145_Noise Threshold Mods (PCO 283) (Executed),,ChangeOrder,Complete,
845,146_WABS Deck Conc Agg Size Mod (PCO 300) (Executed),,ChangeOrder,Complete,
846,147_DXEI Ramp Shoulder Pvmt Mod (PCO 302) (Executed),,ChangeOrder,Complete,
